id,title,author,pub_date,venue,volume,issue,page,type,publisher
doi:10.1007/bf02157924; local:BF02157924,Uzarigenin and desglucouzarin fromAsclepias syriaca L,"Bauer, Š.; Masler, L.; Bauerová, O.; Šikl, D.",1961,Experientia [issn:0014-4754; issn:1420-9071],17,1,15-15,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1007/bf00684328; local:BF00684328,Über die herzwirksamen Inhaltsstoffe in Asclepias syriaca L.,"Petričić, J.; Porges, M.; Petričić, V.",1959,Die Naturwissenschaften [issn:0028-1042; issn:1432-1904],46,14,448-448,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1002/cber.19550880417,Die papierchromatographische Trennung von Herzgiftglykosiden,"Kaiser, Fritz",1955,Chemische Berichte [issn:0009-2940],88,4,556-563,journal-article,Wiley [crossref:311]
doi:10.1002/cber.19530861002,"Über pflanzliche Herzgifte, XXIV. Mitteil.: Die quantitative Trennung und Identifizierung von Herzgiftglykosiden ausDigitalis purpurea undlanata durch “echte Verteilungschromatographie an Papier”","Tschesche, Rudolf; Grimmer, Gernot; Seehofer, Friedlieb",1953,Chemische Berichte [issn:0009-2940; issn:1099-0682],86,10,1235-1241,journal-article,Wiley [crossref:311]
doi:10.1021/ja01150a548; local:10.1021/ja01150a548,RESOLUTION INTO OPTICAL ISOMERS OF SOME AMINO ACIDS BY PAPER CHROMATOGRAPHY,"Kotake, M.; Sakan, T.; Nakamura, N.; Senoh, S.",1951,Journal of the American Chemical Society [issn:0002-7863; issn:1520-5126],73,6,2973-2974,journal-article,American Chemical Society (ACS) [crossref:316]
doi:10.1155/2008/273296; local:273296; local:273296,Off-Design Considerations through the Properties of Some Pressure-Ratio Line of Radial Inflow Turbines,"Binder, N. [orcid:0000-0002-2312-4394]; Carbonneau, X. [orcid:0000-0002-8739-8810]; Chassaing, P.",2008,International Journal of Rotating Machinery [issn:1023-621X; issn:1542-3034],2008,,1-8,journal-article,Hindawi Limited [crossref:98]
doi:10.1115/1.1574824,A Unified Approach for Designing a Radial Flow Gas Turbine,"Ebaid, M. S. Y.; Bhinder, F. S.; Khdairi, G. H.",2003,Journal of Turbomachinery [issn:0889-504X; issn:1528-8900],125,3,598-606,journal-article,ASME International [crossref:33]
doi:10.1115/76-gt-100,A Unified Approach to the One-Dimensional Analysis and Design of Radial and Mixed Flow Turbines,"Wallace, F. J.; Baines, N. C.; Whitfield, A.",1976,,,,,proceedings-article,American Society of Mechanical Engineers [crossref:33]
doi:10.1093/ecam/nep003; local:497673; local:497673,Antioxidant and Preventive Effects of Extract fromNymphaea candidaFlower onIn VitroImmunological Liver Injury of Rat Primary Hepatocyte Cultures,"Zhao, Jun; Liu, Tao [orcid:0000-0001-8090-1447]; Ma, Long; Yan, Ming; Gu, Zhengyi; Huang, Yi; Xu, Fang; Zhao, Yu",2011,Evidence-Based Complementary and Alternative Medicine [issn:1741-427X; issn:1741-4288],2011,,1-8,journal-article,Hindawi Limited [crossref:98]
doi:10.1007/bf02869152; local:BF02869152,Biochemical diagnosis of liver disease,"Wolf, Paul L.",1999,Indian Journal of Clinical Biochemistry [issn:0970-1915; issn:0974-0422],14,1,59-90,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1111/j.1440-1746.1990.tb01426.x; local:10.1111/j.1440-1746.1990.tb01426.x,Assessment of liver function: Principles and practice,"TYGSTRUP, NIELS",1990,Journal of Gastroenterology and Hepatology [issn:0815-9319; issn:1440-1746],5,4,468-482,journal-article,Wiley [crossref:311]
doi:10.1007/bf01995065; local:BF01995065,Die Eck'sche Fistel zwischen der unteren Hohlvene und der Pfortader und ihre Folgen für den Organismus,"Hahn, M.; Massen, O.; Nencki, M.; Pawlow, J.",1893,Archiv für Experimentelle Pathologie und Pharmakologie [issn:0028-1298; issn:1432-1912],32,3-4,161-210,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1155/2009/249096; local:249096; local:249096,A Comparison of the Modified Score for the Assessment of Chronic Rheumatoid Affections of the Hands and the Australian/Canadian Osteoarthritis Hand Index in Hand Osteoarthritis Patients,"Sautner, Judith; Andel, Ingrid; Rintelen, Bernhard [orcid:0000-0002-9026-3829]; Leeb, Burkhard F.",2009,International Journal of Rheumatology [issn:1687-9260; issn:1687-9279],2009,,1-7,journal-article,Hindawi Limited [crossref:98]
doi:10.1136/ard.62.6.576,"Epidemiological profile of symptomatic osteoarthritis in older adults: a population based study in Dicomano, Italy","Mannoni, A",2003,Annals of the Rheumatic Diseases [issn:0003-4967],62,6,576-578,journal-article,BMJ [crossref:239]
doi:10.1093/ecam/nep014; local:185918; local:185918,Brazilian Green Propolis: EffectsIn VitroandIn VivoonTrypanosoma cruzi,"Salomão, Kelly; de Souza, Eniuce M. [orcid:0000-0003-0265-7586]; Henriques-Pons, Andrea; Barbosa, Helene S.; de Castro, Solange L.",2011,Evidence-Based Complementary and Alternative Medicine [issn:1741-427X; issn:1741-4288],2011,,1-11,journal-article,Hindawi Limited [crossref:98]
doi:10.1590/s0074-02762007005000106; local:S0074-02762007000900015,An overview of Chagas disease treatment,"Jannin, Jean; Villa, Luis",2007,Memórias do Instituto Oswaldo Cruz [issn:1678-8060; issn:0074-0276],102,suppl 1,95-98,journal-article,FapUNIFESP (SciELO) [crossref:530]
doi:10.1590/s0074-02762002000500002; local:S0074-02762002000500002,The impact of Chagas disease control in Latin America: a review,"Dias, JCP; Silveira, AC; Schofield, CJ",2002,Memórias do Instituto Oswaldo Cruz [issn:0074-0276],97,5,603-612,journal-article,FapUNIFESP (SciELO) [crossref:530]
doi:10.1590/s0074-02762001000500004; local:S0074-02762001000500004,Biogeography of Triatominae (Hemiptera: Reduviidae) in Ecuador: implications for the design of control strategies,"Abad-Franch, Fernando; Paucar C, Aura; Carpio C, Carlos; Cuba Cuba, César A; Aguilar V, H Marcelo; Miles, Michael A",2001,Memórias do Instituto Oswaldo Cruz [issn:0074-0276],96,5,611-620,journal-article,FapUNIFESP (SciELO) [crossref:530]
